subject	activity	tBodyAcc-mean()-X	tBodyAcc-mean()-Y	tBodyAcc-mean()-Z	tBodyAcc-std()-X	tBodyAcc-std()-Y	tBodyAcc-std()-Z	tGravityAcc-mean()-X	tGravityAcc-mean()-Y	tGravityAcc-mean()-Z	tGravityAcc-std()-X	tGravityAcc-std()-Y	tGravityAcc-std()-Z	tBodyAccJerk-mean()-X	tBodyAccJerk-mean()-Y	tBodyAccJerk-mean()-Z	tBodyAccJerk-std()-X	tBodyAccJerk-std()-Y	tBodyAccJerk-std()-Z	tBodyGyro-mean()-X	tBodyGyro-mean()-Y	tBodyGyro-mean()-Z	tBodyGyro-std()-X	tBodyGyro-std()-Y	tBodyGyro-std()-Z	tBodyGyroJerk-mean()-X	tBodyGyroJerk-mean()-Y	tBodyGyroJerk-mean()-Z	tBodyGyroJerk-std()-X	tBodyGyroJerk-std()-Y	tBodyGyroJerk-std()-Z	tBodyAccMag-mean()	tBodyAccMag-std()	tGravityAccMag-mean()	tGravityAccMag-std()	tBodyAccJerkMag-mean()	tBodyAccJerkMag-std()	tBodyGyroMag-mean()	tBodyGyroMag-std()	tBodyGyroJerkMag-mean()	tBodyGyroJerkMag-std()	fBodyAcc-mean()-X	fBodyAcc-mean()-Y	fBodyAcc-mean()-Z	fBodyAcc-std()-X	fBodyAcc-std()-Y	fBodyAcc-std()-Z	fBodyAcc-meanFreq()-X	fBodyAcc-meanFreq()-Y	fBodyAcc-meanFreq()-Z	fBodyAccJerk-mean()-X	fBodyAccJerk-mean()-Y	fBodyAccJerk-mean()-Z	fBodyAccJerk-std()-X	fBodyAccJerk-std()-Y	fBodyAccJerk-std()-Z	fBodyAccJerk-meanFreq()-X	fBodyAccJerk-meanFreq()-Y	fBodyAccJerk-meanFreq()-Z	fBodyGyro-mean()-X	fBodyGyro-mean()-Y	fBodyGyro-mean()-Z	fBodyGyro-std()-X	fBodyGyro-std()-Y	fBodyGyro-std()-Z	fBodyGyro-meanFreq()-X	fBodyGyro-meanFreq()-Y	fBodyGyro-meanFreq()-Z	fBodyAccMag-mean()	fBodyAccMag-std()	fBodyAccMag-meanFreq()	fBodyBodyAccJerkMag-mean()	fBodyBodyAccJerkMag-std()	fBodyBodyAccJerkMag-meanFreq()	fBodyBodyGyroMag-mean()	fBodyBodyGyroMag-std()	fBodyBodyGyroMag-meanFreq()	fBodyBodyGyroJerkMag-mean()	fBodyBodyGyroJerkMag-std()	fBodyBodyGyroJerkMag-meanFreq()
1	LAYING	-0.83451699672	-0.82981881602	-0.9096779542	-0.1076311552812	0.00791182656	-0.009417440526	0.01045812566	-0.1780860953	-0.468622719456	-0.968166132	-0.9694108392	-0.9863091536	-0.9897355792	-0.931976485	-0.9421187546	-0.69292383836	-0.64409616216	-0.7638709682	-0.9641607086	-0.9322178704	-0.9605869872	-0.9468109744	-0.965661218	-0.9844682058	-0.9977339956	-0.9997972174	-0.9979056496	-0.9937447174	-0.9608458736	-0.9910523322	-0.9967166142	-0.9132222358	-0.9654114976	-0.9983641902	-0.2758351036	-0.9976761664	-0.9949763592	-0.99717988	-0.9746596916	-0.9795454404	0.70554977346	0.4458177198	-0.8968300184	0.4138740328	0.24817268954	-0.9074593992	-0.90772000676	-0.85236629022	-0.899296135	0.9477450884	0.926607198	0.9302030164	0.04806876155	0.17802012454	0.0841931443664	-0.9535888746	-0.9961046416	-0.9833744418	0.220384788176	-0.112281174518	0.06825486252	-0.31317500346	0.03545197294	-0.045545088	-0.038780932678	-0.094974300494	-0.8419291525	0.01432692524	-0.016553093978	0.1275149057	-0.9168893878	0.887341246	-0.78018166656	-0.08777095906	0.04403706094	0.075062469436	-0.9405962364	0.017047941134	-0.244623975822
1	SITTING	-0.923507247021277	-0.952083671702128	-0.918766718297872	0.0894903252553192	-0.171379818425532	0.166649813768085	-0.0297839207446809	-0.251980798621277	-0.525339902297872	-0.998047482340426	-0.999726712340426	-0.999679904893617	-0.998340790425532	-0.985084336808511	-0.987991313829787	-0.807980868638298	-0.82123387087234	-0.795470143914894	-0.987492994468085	-0.982513909574468	-0.988339184893617	-0.98509634787234	-0.98886249787234	-0.989690072978723	-0.999706922978723	-0.999767662553191	-0.999722429148936	-0.999373880212766	-0.998989667234043	-0.999413425744681	-0.999132599787234	-0.979586740212766	-0.998137557446809	-0.99975735787234	-0.315249117787234	-0.99968549787234	-0.999630449148936	-0.999747370212766	-0.999739065319149	-0.997747228723404	0.204411592680851	0.332043702765957	-0.968457145744681	0.321842866808511	0.225336937808511	0.574696193021277	-0.935517055957447	-0.949040933191489	-0.969340963829787	0.983953636170213	0.984092530425532	0.984715157446808	0.197580903617021	0.195148326574468	0.24029944387234	-0.987206773829787	-0.999455357234043	-0.999186804042553	0.238618844587234	-0.0484337828106383	-0.0993814816382979	-0.565797892148936	0.145847348340426	-0.135259833346809	0.11770854623617	0.00284798482340426	-0.948536786170213	0.0320176611553191	-0.045350056512766	0.217507940023404	-0.944074088510638	0.893955227021277	-0.875423871702128	-0.153313998414894	-0.233370428585106	0.113818159957447	-0.95840426106383	-0.0920477531489362	-0.719305914170213
1	STANDING	-0.975841133584906	-0.982624988867924	-0.976637274528302	0.0784050477792453	-0.186654435060377	0.163825722239623	0.100607635139623	-0.168074752716981	-0.509768294339623	-0.999842860188679	-0.999928443396226	-0.999949652830189	-0.999959034528302	-0.998733756037736	-0.999100681132076	-0.871728508490566	-0.875798401320755	-0.707851490849057	-0.995073759245283	-0.987018226792453	-0.992349818113208	-0.989317848490566	-0.99222877245283	-0.995837950943396	-0.999923146981132	-0.99998668	-0.999979371320755	-0.999877684528302	-0.999788466603774	-0.999844376792453	-0.999953801320755	-0.998363767169811	-0.999842162641509	-0.999956746226415	-0.361993759188679	-0.999973159622642	-0.999762983396226	-0.99984008	-0.999758260566038	-0.999812813773585	-0.272983832264151	0.0134905823226415	-0.99376298509434	0.00938141516471698	-0.243890063075472	0.846175155471698	-0.981225957924528	-0.976324063584906	-0.993810088113208	0.992459266037736	0.989492329245283	0.98942738490566	0.273630034792453	0.156754229943396	0.263266077113208	-0.992587402264151	-0.999945209245283	-0.999729912075472	0.185373433483019	0.119135411334906	0.10645139985283	-0.663020115056604	0.199252568566038	-0.186670252428302	-0.0374820999679245	-0.228165476283019	-0.984278207358491	0.107303270526415	-0.0239877347979245	0.210956762773585	-0.98136248754717	0.911768682264151	-0.873775728490566	-0.215668894415094	-0.459897160490566	0.171002379077547	-0.984329346981132	-0.0545740308471698	-0.358149656018868
1	WALKING	-0.0623623725688421	-0.350675312526316	-0.557639276905263	0.237976243932632	-0.230007313031579	0.165740730368421	0.00077332156431579	-0.286403676210526	-0.625845561684211	-0.952108524105263	-0.455981768	-0.698219035368421	-0.739236241052632	-0.370279522105263	-0.716622367578947	0.587641907473684	0.439469357578947	-0.742614598315789	-0.133586606326316	0.106739857136	-0.534713440421053	0.00454140276694737	-0.573057930947368	-0.737627317789474	-0.847381563052632	-0.966556234526316	-0.762600426842105	-0.629247806947368	-0.701462939789474	-0.397083819347368	-0.894922415578947	-0.648427953263158	-0.861112534736842	-0.931874271684211	-0.250831575515789	-0.780917386105263	-0.929446604105263	-0.922591224526316	-0.76919291431579	-0.873926609473684	-0.282165021263158	-0.068102864	-0.976609642526316	-0.0784940174105263	-0.141761466323684	0.825961054526316	-0.971305961473684	-0.947717226105263	-0.976947355052632	-0.0300324587347368	0.0991777029389474	0.433961347157895	-0.317014858024211	0.294189366496842	0.1189571183	-0.125709954344211	-0.600242507052632	-0.420395849473684	-0.0845060763989474	0.0952521854210526	0.482780546	0.831332321368421	0.0888187274757895	-0.133993725144211	-0.334593851089474	-0.0715513643377895	-0.136971176556842	0.149407760485263	-0.041830963526	-0.0383923339084211	-0.371342161157895	0.443959720105263	-0.468043160526316	0.222654143863158	0.107702366137895	-0.172029857462105	-0.463731861157895	0.2833607576	0.259224199421053
1	WALKING_DOWNSTAIRS	-0.15534898355102	-0.264113724530612	-0.371792477204082	0.367143689383673	-0.451662069618367	0.423461960877551	-0.0756762067714286	-0.176474683371429	-0.454334035265306	-0.85766973877551	-0.810410062653061	-0.846154418163265	-0.463148588163265	-0.514719307346939	-0.692596075102041	0.594578320408163	0.559315348367347	-0.776168528571429	-0.0863278966402041	-0.134580008877551	-0.401721464285714	-0.339690981387755	-0.460147911428571	-0.708681209795918	-0.830135325306122	-0.961457404285714	-0.647142979183673	-0.458943535346939	-0.693497416122449	-0.684417220204082	-0.795444869387755	-0.660396967142857	-0.832710833469388	-0.903241505102041	-0.338439307510204	-0.712445626326531	-0.837806831836735	-0.821647169183673	-0.830723954489796	-0.904590787142857	-0.266610338979592	-0.0621199585938775	-0.950559811632653	-0.086297714	-0.206320981041224	0.817406767346939	-0.937018658979592	-0.895939695102041	-0.951425748163265	-0.0610393009795918	0.283856953591837	0.34844374755102	-0.362561292306122	0.241087127655102	0.00448128334244898	-0.0773644451938776	-0.505002281632653	-0.581444712040816	-0.0455062456714286	-0.0305953732142857	0.377723850408163	0.867183418571429	-0.12089367574898	0.0532667655632653	-0.24153299954898	-0.251421070963265	0.0271882914106122	0.158947910755102	-0.0350781902989796	0.189908398910204	-0.185024724471429	0.314685603346939	-0.466480526326531	0.265425537959184	-0.280042328004082	-0.210495165979592	-0.350313515306122	0.296187985591837	0.247013933489796
1	WALKING_UPSTAIRS	-0.0405582347754717	-0.319139034830189	-0.541697763669811	-0.365025875130189	0.279921259396226	-0.0491976799056604	-0.133373904258491	-0.1135742048	-0.40799260359434	-0.894028115283019	-0.876964870943396	-0.933053269811321	-0.788519948301887	-0.492419166037736	-0.509808030188679	0.417760607358491	0.245590203773585	-0.80645161	-0.461907025849057	-0.381777065283019	-0.726040200754717	-0.488773794150943	-0.758435826981132	-0.855511307169811	-0.953693061698113	-0.98954287754717	-0.875794654716981	-0.884895648301887	-0.587025707924528	-0.858675862641509	-0.946906186415094	-0.403319593584906	-0.880645491698113	-0.948503773584906	0.472636661132075	-0.918679002641509	-0.977799813207547	-0.980786464528302	-0.929077242264151	-0.808402385660377	-0.362153364339623	-0.075402939754717	-0.956367027924528	-0.0944078061132076	0.0141336506698113	0.719342348490566	-0.952849233207547	-0.912379410377358	-0.958245005283019	0.31241886509434	0.486060917924528	0.701388245849057	-0.459830583622642	0.23527769259434	0.0753419994716981	-0.458987958490566	-0.8426275	-0.799312281509434	-0.0121287429396226	0.0648164878490566	0.314803077192453	0.803649543207547	-0.339098301509434	0.248794325943396	-0.301908590471698	-0.240762604709434	-0.129927630735849	-0.0627210390754717	0.050549379754717	-0.305264220962264	-0.530972346415094	0.371937819320755	-0.409868342316981	0.266710413509434	0.00374637040566038	-0.116837051783019	-0.61228706	0.327182526037736	0.12949984354717
2	LAYING	-0.956437945208333	-0.966488284791667	-0.937238516875	0.11397808058125	-0.144698463020833	0.116905481914583	0.0552985986479167	-0.215226526584375	-0.519449361233333	-0.999736503958333	-0.999907350833333	-0.999915304583333	-0.998827222083333	-0.999174261666667	-0.999404376875	-0.894800975625	-0.86483757	-0.846774193854167	-0.987250255833333	-0.984987392916667	-0.989345368541667	-0.987275651666667	-0.989140558541667	-0.990536677291667	-0.999794338333333	-0.999936140416667	-0.9998257175	-0.9993985775	-0.999713350833333	-0.999745041666667	-0.99891400375	-0.999098336041667	-0.999738868541667	-0.99991117375	-0.583311054020833	-0.9997418725	-0.99964381875	-0.999754638125	-0.999440467291667	-0.999670539791667	0.752536639375	0.646834879583333	-0.959014441458333	0.644932617291667	0.2705147836875	-0.980468403541667	-0.988211865208333	-0.984230418125	-0.962074936458333	0.981766123333333	0.984835539791667	0.984601980833333	0.0924885562902083	0.15616054815	0.114552676385417	-0.987630506875	-0.999649099791667	-0.999539917083333	0.25287273325	-0.0140926961125	0.0899301580375	-0.5971313943125	0.229652255146458	-0.183835888697917	0.0414978802020833	-0.0966764838083333	-0.977435485208333	0.15549024315	-0.01847660675	0.288509665814583	-0.9602171075	0.898140824166667	-0.871492135	-0.158430441270833	-0.2496791615	0.0794291980625	-0.963326304166667	-0.0625228017916667	-0.478879195916667
2	SITTING	-0.956461792608696	-0.964999863695652	-0.918991640217391	-0.0385820686869565	-0.0520868350217391	0.0884338520847826	0.0409472348676087	-0.356219636347826	-0.631654962152174	-0.999749203695652	-0.999897666086957	-0.999846567391304	-0.999344693695652	-0.994452909565217	-0.995901580217391	-0.806646661521739	-0.775925114130435	-0.667601682891304	-0.989459107391304	-0.980804228478261	-0.988570804130435	-0.98413207326087	-0.98896804	-0.992381729782609	-0.999789701304348	-0.999876829130435	-0.999927669782609	-0.999559359565217	-0.999533993043478	-0.999799137608696	-0.999107425434783	-0.992640843913044	-0.999745474347826	-0.999941069782609	-0.174953947956522	-0.999809113695652	-0.999604305	-0.999700042608696	-0.999343901956522	-0.99959950673913	-0.105630024498783	0.19872676876087	-0.979988760869565	0.191642851630435	-0.271070080217391	0.840362822826087	-0.956750273043478	-0.954415873043478	-0.981169301521739	0.985472227826087	0.97911227673913	0.984057139130435	0.233721117173913	0.179573100954348	0.214066120586957	-0.986727768695652	-0.999792370217391	-0.999457129565217	0.173047985965217	-0.0820208262173913	0.0587966712826087	-0.498661353091304	0.108494865458696	-0.130666368880435	0.192636236913043	-0.253133782695652	-0.967893623913043	-0.0153226223695652	-0.0454706620434783	0.212113447782609	-0.960824016956522	0.905085796956522	-0.884830284782609	-0.0950178914065217	-0.505954266021739	0.037560153	-0.96562374173913	-0.0195395446782609	-0.551229318813043
2	STANDING	-0.954621206851852	-0.956052231481481	-0.971112472037037	-0.0341626064598704	-0.0767830144037037	0.133825672425926	0.000226810610740739	-0.300344499208333	-0.636570183685185	-0.999175508148148	-0.999258690555556	-0.999382331111111	-0.999742884259259	-0.997899268703704	-0.995280694814815	-0.755797916481482	-0.720911687222222	-0.714456391740741	-0.983007923703704	-0.973520241111111	-0.984599905185185	-0.978915087222222	-0.986056758148148	-0.989528703518519	-0.99941865037037	-0.999889775185185	-0.999851439814815	-0.998360544814815	-0.999126529074074	-0.999467588703704	-0.999655429814815	-0.997671886481482	-0.999097659814815	-0.99967850462963	-0.210519805760185	-0.999833410925926	-0.999320215925926	-0.999588437037037	-0.999448562592593	-0.999234345925926	-0.370062696851852	0.129747161222222	-0.986685818703704	0.11519525245037	0.158422912481481	0.728349482962963	-0.97419442037037	-0.945927078703704	-0.986895012962963	0.975714857222222	0.977089787962963	0.979144853888889	0.258598443611111	0.260006041277778	0.256694046139444	-0.980308772407407	-0.99939239	-0.99893307	0.152800938216667	0.118268693761111	0.0487083977740741	-0.454446325666667	0.0593805881314815	-0.0833008972722222	0.0278048061185185	-0.360909779981481	-0.965875181296296	0.0519918778635185	-0.0238623875712963	0.23140431289963	-0.969520888148148	0.899966242222222	-0.860489124074074	-0.101726649848148	-0.503353001648148	0.144897161101111	-0.978208842777778	0.0592814405814815	-0.327713970018519
2	WALKING	-0.529044591694915	-0.543651467966102	-0.645853513050847	0.153761426999322	-0.153799709635593	0.0428938015644068	0.139752115269492	-0.23949330190339	-0.546794286457627	-0.933872651186441	-0.871132574745763	-0.771332409322034	-0.830778074915254	-0.566292304745763	-0.827136330847458	0.57925385220339	0.373587901186441	-0.759431379830508	-0.31431306340678	-0.0153329520084746	-0.615898188474576	-0.171063784584746	-0.640314319152542	-0.766186334576271	-0.883122246271186	-0.970436456779661	-0.881062550508475	-0.625684735423729	-0.751726649661017	-0.772500823898305	-0.913953232372881	-0.712208329491525	-0.907841264237288	-0.979250999661017	-0.454207306254237	-0.909094381355932	-0.949313336440678	-0.953383621355932	-0.841788712881356	-0.892376623559322	-0.34660709	0.0847270871186441	-0.972693201355932	0.0804782855932203	0.00459046757627119	0.76883742220339	-0.972116879661017	-0.972072847627119	-0.973123471694915	0.229705404372881	0.107947919050847	0.503662567118644	-0.198212971623729	0.283491365559322	0.169075989886441	-0.276736330305085	-0.732200541694915	-0.49870782279661	0.136654258947458	-0.365992947847458	0.338116581991525	0.730500253220339	0.228528878122034	-0.152535490157627	0.0648991809491525	-0.233432734305085	-0.290407593728814	0.0305568040881356	-0.0530258157347458	-0.0127912809237288	-0.504308767288136	0.668028600508475	-0.489339145932203	0.347808822254237	-0.0801253883711864	-0.355923917152542	-0.593301381694915	0.445862432881356	0.142944547133898
